id,t,y,a,c,v
45.0,3.0,1.5004483,6.865995,2.5079088,-57.721706
45.0,4.0,1.1413118,5.9780965,2.308779,-49.13657
45.0,5.0,0.92610985,4.908805,2.005001,-40.653244
45.0,6.0,0.94691,3.908075,1.9617386,-32.22147
45.0,7.0,1.1261708,2.9522924,1.9819767,-23.940287
45.0,8.0,0.8031174,2.1392717,1.6959313,-15.833052
45.0,9.0,1.1717881,1.2718956,2.0415685,-7.7631574
46.0,0.0,1.6455314,3.1737828,1.7551473,-86.65994
46.0,1.0,1.8165412,3.1267006,1.9282792,-77.20697
46.0,2.0,1.5561771,3.0764928,1.84241,-68.02979
46.0,3.0,1.2809002,2.847204,1.7196933,-58.995094
46.0,4.0,1.2326684,2.4575622,1.7473838,-50.079857
46.0,5.0,0.846549,1.9824967,1.378631,-41.356865
46.0,6.0,1.4143467,1.480015,1.9484569,-32.603283
46.0,7.0,1.7896911,0.965209,2.306198,-24.316471
46.0,8.0,1.1292026,0.45785928,1.4924904,-16.331139
46.0,9.0,1.1871119,0.0965015,1.2439336,-8.157462
47.0,0.0,1.4259276,3.0634153,1.5884923,-87.89506
47.0,1.0,1.5225741,2.9600513,1.6925594,-78.34729
47.0,2.0,1.319315,2.8470063,1.621895,-69.049675
47.0,3.0,1.1855373,2.5963535,1.5968447,-59.89907
47.0,4.0,0.8119669,2.229639,1.3118452,-50.91751
47.0,5.0,0.8040487,1.765062,1.305301,-41.940823
47.0,6.0,0.7503452,1.2896017,1.3447267,-33.13927
47.0,7.0,0.94398224,0.7094083,1.4567721,-24.53938
47.0,8.0,1.3471823,0.20063105,1.4804202,-16.178663
47.0,9.0,1.4961996,0.068768434,1.5147679,-7.9983454
48.0,0.0,1.0900286,7.381556,1.8730125,-86.04317
48.0,1.0,1.1064816,6.7332363,1.9341795,-76.65143
48.0,2.0,1.2443342,6.0260596,2.035691,-67.47706
48.0,3.0,1.6092341,5.3415337,2.3950682,-58.532043
48.0,4.0,1.3381479,4.6486726,2.230658,-49.907295
48.0,5.0,0.79655457,3.8328185,1.700118,-41.394722
48.0,6.0,0.7094778,2.9890356,1.5221443,-32.82271
48.0,7.0,0.7856028,2.220785,1.5529087,-24.328737
48.0,8.0,0.9410139,1.4831419,1.7839952,-16.021282
48.0,9.0,0.97616494,0.65322506,1.5265782,-7.992136
49.0,0.0,0.6869011,8.194295,1.7017385,-87.460144
49.0,1.0,0.64046425,7.3259773,1.6478896,-77.97791
49.0,2.0,0.80383027,6.447502,1.7763902,-68.655396
49.0,3.0,0.71476495,5.5866756,1.7202458,-59.58767
49.0,4.0,0.75973916,4.674689,1.6931016,-50.672714
49.0,5.0,0.61937237,3.8176801,1.517313,-41.92215
49.0,6.0,0.4814779,2.9793262,1.3055162,-33.25207
49.0,7.0,0.66404843,2.1992733,1.4447728,-24.626688
49.0,8.0,0.69740224,1.4474989,1.5770525,-16.259056
49.0,9.0,0.7843273,0.57943755,1.286121,-8.1303005
50.0,0.0,1.3802184,0.81483126,1.3607688,-90.33704
50.0,1.0,1.4638808,0.8513071,1.3543288,-80.640396
50.0,2.0,1.066038,0.9804685,1.0938282,-71.13318
50.0,3.0,1.1429302,0.9721206,1.255368,-61.61492
50.0,4.0,0.7523484,0.87722737,1.0370039,-52.414635
50.0,5.0,0.6525991,0.60466516,1.007185,-43.22441
50.0,6.0,0.9647029,0.25518292,1.1276914,-34.191673
50.0,7.0,1.0494839,0.094075955,1.092392,-25.439066
50.0,8.0,1.1534975,0.052212086,1.1637311,-16.834187
50.0,9.0,0.8537717,0.042835183,0.8698117,-8.454584
51.0,0.0,1.5706824,2.8887796,1.673035,-86.993706
51.0,1.0,1.7138753,2.843293,1.8199458,-77.49533
51.0,2.0,1.4528806,2.793084,1.716815,-68.26494
51.0,3.0,1.262027,2.5807648,1.6586968,-59.16623
51.0,4.0,1.8034844,2.2286682,2.1986444,-50.21873
51.0,5.0,1.2798222,1.8709267,1.7621946,-41.69384
51.0,6.0,1.0234514,1.4168922,1.591197,-33.15252
51.0,7.0,1.2591494,0.8664761,1.8065279,-24.696148
51.0,8.0,1.0168018,0.32560995,1.2776921,-16.51342
51.0,9.0,1.133992,0.066040486,1.1641177,-8.211738
52.0,0.0,1.004208,0.5228436,1.0068253,-91.98934
52.0,1.0,1.0049385,0.5308431,0.93041456,-81.99614
52.0,2.0,0.72601426,0.6177215,0.75282496,-72.1252
52.0,3.0,0.75650823,0.6029701,0.8711683,-62.244606
52.0,4.0,0.7826572,0.49827555,0.97833234,-52.70198
52.0,5.0,0.97710234,0.30877596,1.1319774,-43.45807
52.0,6.0,0.7717997,0.1570417,0.8705289,-34.530228
52.0,7.0,0.83342576,0.059502527,0.85552955,-25.548122
52.0,8.0,0.8550026,0.038161997,0.86287284,-16.730343
52.0,9.0,1.3514243,0.030909935,1.3411556,-8.096305
53.0,0.0,1.7849218,0.55314064,1.6803008,-88.278114
53.0,1.0,2.0162544,0.67118514,1.7799401,-78.78385
53.0,2.0,1.3662122,0.9260197,1.3200774,-69.53291
53.0,3.0,1.3773563,0.9919945,1.4488181,-60.19194
53.0,4.0,1.2913907,0.9393192,1.4961121,-51.122574
53.0,5.0,1.2277161,0.74958944,1.5357491,-42.2631
53.0,6.0,1.2909954,0.4505678,1.5503228,-33.603493
53.0,7.0,1.4615049,0.1951433,1.559546,-25.125082
53.0,8.0,1.12305,0.09908396,1.1775278,-16.821169
53.0,9.0,0.8544933,0.045516416,0.8730551,-8.451437
54.0,0.0,1.0250462,5.563488,1.5881268,-86.06116
54.0,1.0,1.0294477,5.1024566,1.6336917,-76.51318
54.0,2.0,1.0559744,4.5900126,1.6862857,-67.182594
54.0,3.0,1.1156247,4.0405116,1.7913171,-58.067543
54.0,4.0,1.0044144,3.4334893,1.7167236,-49.188602
54.0,5.0,1.2890255,2.7767148,1.9732009,-40.450157
54.0,6.0,1.1786416,2.1352446,1.805326,-32.00489
54.0,7.0,1.3857564,1.539347,2.0635846,-23.654613
54.0,8.0,2.0144446,0.87910086,2.551791,-15.580025
54.0,9.0,1.6065054,0.348729,1.8662075,-7.8331923
55.0,0.0,2.252697,8.923248,2.8958738,-82.27818
55.0,1.0,2.846626,8.449052,3.280406,-73.286896
55.0,2.0,3.2848415,8.178849,3.6260014,-64.5846
55.0,3.0,2.0109127,7.997642,2.9960124,-56.141354
55.0,4.0,1.2734015,7.155655,2.604879,-47.707546
55.0,5.0,1.510628,5.943038,2.7663648,-39.32597
55.0,6.0,1.2763569,4.78296,2.4946408,-31.161285
55.0,7.0,1.7115694,3.6374242,2.743957,-23.07674
55.0,8.0,1.7751191,2.6582007,2.645665,-15.228994
55.0,9.0,1.9136257,1.8241378,2.843752,-7.5100985
56.0,0.0,0.7360388,4.0616474,1.1936888,-88.88917
56.0,1.0,0.6961808,3.6775482,1.1853247,-79.06466
56.0,2.0,0.68837905,3.2534735,1.1935887,-69.42987
56.0,3.0,0.66486585,2.8043509,1.1819055,-59.994328
56.0,4.0,1.1971855,2.333991,1.6894976,-50.7384
56.0,5.0,1.2645886,1.8792642,1.7496154,-41.98597
56.0,6.0,1.2219615,1.4226911,1.7699082,-33.43853
56.0,7.0,0.7953257,0.8925963,1.414315,-25.07169
56.0,8.0,0.9270586,0.27919084,1.1519735,-16.686209
56.0,9.0,1.025134,0.055383664,1.0484903,-8.298093
57.0,0.0,1.59527,3.666122,1.7722201,-86.100426
57.0,1.0,1.7472903,3.5603795,1.9268444,-76.65659
57.0,2.0,1.5435603,3.4498217,1.8892552,-67.47873
57.0,3.0,1.450855,3.1674764,1.9151151,-58.46669
57.0,4.0,1.1453606,2.758384,1.7274398,-49.64689
57.0,5.0,1.2520056,2.220719,1.8085316,-40.91388
57.0,6.0,1.2743201,1.6981561,1.8412544,-32.3947
57.0,7.0,1.5431209,1.1543081,2.1472788,-24.06086
57.0,8.0,1.6037116,0.5613777,1.9992056,-16.01831
57.0,9.0,1.246498,0.16926916,1.3683059,-8.080094
58.0,0.0,2.1817362,3.409257,2.1504922,-82.846664
58.0,1.0,2.6914983,3.510715,2.6141775,-73.583786
58.0,2.0,2.245887,3.661261,2.4399135,-64.68168
58.0,3.0,1.9611574,3.5379946,2.382191,-55.897224
58.0,4.0,1.8933892,3.1805727,2.4444282,-47.26783
58.0,5.0,2.18334,2.683198,2.7523887,-38.8328
58.0,6.0,2.5072732,2.1572952,3.0122392,-30.663979
58.0,7.0,2.7524183,1.6860502,3.2365367,-22.730429
58.0,8.0,2.369119,1.2264609,2.999011,-15.0111885
58.0,9.0,3.066603,0.60874367,3.3482115,-7.3884525
59.0,0.0,1.9573205,5.398941,2.21882,-83.28844
59.0,1.0,2.2838845,5.2422867,2.4906025,-74.05448
59.0,2.0,2.145394,5.138335,2.520432,-65.10917
59.0,3.0,2.1656172,4.8605075,2.753907,-56.353188
59.0,4.0,2.1810884,4.359406,2.8794248,-47.848015
59.0,5.0,1.9861083,3.7357852,2.7998128,-39.550007
59.0,6.0,1.3937397,2.9817147,2.1991205,-31.395128
59.0,7.0,1.3841071,2.220749,2.1134734,-23.208
59.0,8.0,1.9645038,1.521819,2.7207778,-15.152678
59.0,9.0,2.5892496,0.7811685,3.0595746,-7.455361
60.0,0.0,2.3453293,5.057601,2.4349356,-81.99756
60.0,1.0,3.0899754,5.069382,3.041674,-72.84903
60.0,2.0,2.768303,5.222126,2.9703948,-64.08075
60.0,3.0,2.8482897,5.1224833,3.2683187,-55.467422
60.0,4.0,2.8488045,4.7984223,3.455324,-47.106663
60.0,5.0,2.2461574,4.277452,3.1039236,-38.95858
60.0,6.0,1.8921765,3.489475,2.8039265,-30.887356
60.0,7.0,2.149412,2.6303315,2.905901,-22.896748
60.0,8.0,2.1990223,1.9120839,2.9737592,-15.093875
60.0,9.0,2.3053765,1.1605579,3.021545,-7.464691
61.0,0.0,0.56386346,5.29459,1.2170533,-90.08771
61.0,1.0,0.50015515,4.736122,1.1867597,-80.28223
61.0,2.0,0.5440189,4.1321607,1.2271038,-70.648605
61.0,3.0,0.5374297,3.519465,1.1976088,-61.239155
61.0,4.0,0.68158174,2.9176385,1.3216301,-51.995438
61.0,5.0,0.75520384,2.3240716,1.3590522,-43.02542
61.0,6.0,0.7157266,1.75533,1.3395752,-34.25931
61.0,7.0,0.57444,1.1545727,1.3097003,-25.656116
61.0,8.0,0.62639594,0.42786986,0.99390954,-17.205948
61.0,9.0,0.6189108,0.06158796,0.658554,-8.693119
62.0,0.0,2.272056,1.8448555,2.0928164,-83.86758
62.0,1.0,2.8927321,2.0654037,2.5936966,-74.57949
62.0,2.0,2.1734178,2.4126928,2.2062733,-65.67038
62.0,3.0,2.766165,2.4284053,2.7852652,-56.797054
62.0,4.0,3.3844562,2.4584749,3.37731,-48.301506
62.0,5.0,2.5874686,2.5159395,3.0436277,-40.134792
62.0,6.0,2.0330324,2.1018164,2.594264,-32.04772
62.0,7.0,1.4781262,1.5720251,2.1512496,-23.99477
62.0,8.0,1.3855052,0.91724664,2.0158007,-15.953705
62.0,9.0,1.2367421,0.2928072,1.4706014,-8.022048
63.0,0.0,0.93901825,5.2841115,1.4906857,-86.90913
63.0,1.0,0.9288236,4.8290243,1.5210528,-77.3005
63.0,2.0,0.9491414,4.3232603,1.56699,-67.903015
63.0,3.0,0.9266895,3.7810326,1.5804958,-58.720837
63.0,4.0,1.2081702,3.1910472,1.8650073,-49.730026
63.0,5.0,0.9718313,2.5859287,1.6223062,-41.063675
63.0,6.0,1.01324,1.9749528,1.6273035,-32.451416
63.0,7.0,1.0413934,1.3886626,1.7373185,-24.013996
63.0,8.0,1.3746912,0.7068751,1.8915839,-15.79924
63.0,9.0,1.7929441,0.1938596,1.9052857,-7.8169756
64.0,0.0,0.9964288,3.740319,1.3510164,-88.95725
64.0,1.0,0.9958117,3.4548278,1.3730264,-79.25363
64.0,2.0,0.93424547,3.1404219,1.3680716,-69.75944
64.0,3.0,0.9300778,2.7618325,1.4052159,-60.45176
64.0,4.0,1.1846807,2.3333616,1.6779438,-51.354637
64.0,5.0,1.2288604,1.8776516,1.7160726,-42.596203
64.0,6.0,0.7806152,1.4188159,1.3784201,-34.032196
64.0,7.0,0.7692207,0.8377662,1.3681676,-25.45356
64.0,8.0,0.71832323,0.2436931,0.9200339,-17.040215
64.0,9.0,0.8466264,0.042839255,0.86284965,-8.461381
65.0,0.0,2.0880587,8.125097,2.671825,-82.29842
65.0,1.0,2.5098774,7.6952353,2.9701478,-73.234436
65.0,2.0,2.733676,7.3826165,3.1686392,-64.44526
65.0,3.0,2.032055,7.0894427,2.8871531,-55.887405
65.0,4.0,1.8333102,6.3615766,2.9583688,-47.422325
65.0,5.0,2.0805237,5.343386,3.170735,-39.14673
65.0,6.0,2.0602298,4.339975,3.1506653,-31.092676
65.0,7.0,2.1284187,3.3158565,3.0521824,-23.19469
65.0,8.0,1.6181666,2.4409106,2.4725392,-15.430047
65.0,9.0,1.4134094,1.6189164,2.3376362,-7.6587353
66.0,0.0,1.5206257,5.781791,1.9689285,-83.96081
66.0,1.0,1.6467178,5.442335,2.0994632,-74.61586
66.0,2.0,1.6296303,5.091418,2.1610014,-65.51641
66.0,3.0,1.578118,4.653109,2.277718,-56.624672
66.0,4.0,2.0583594,4.0341926,2.72311,-47.956482
66.0,5.0,2.5393085,3.4382064,3.1791248,-39.61203
66.0,6.0,2.1785154,2.8555005,2.9002967,-31.56011
66.0,7.0,1.6276311,2.1772642,2.34059,-23.596457
66.0,8.0,1.2283858,1.4941891,2.0389943,-15.622938
66.0,9.0,1.6932397,0.6975313,2.2143338,-7.70035
67.0,0.0,0.5689795,8.149539,1.6110237,-89.26423
67.0,1.0,0.50606817,7.2525454,1.5275327,-79.729904
67.0,2.0,0.6480967,6.358246,1.640036,-70.33642
67.0,3.0,0.47045726,5.475823,1.499293,-61.195984
67.0,4.0,0.43749204,4.537742,1.3739916,-52.157623
67.0,5.0,0.4104799,3.6747372,1.290249,-43.22239
67.0,6.0,0.3603544,2.8520083,1.1755186,-34.41062
67.0,7.0,0.2619392,2.0784125,1.1228242,-25.694292
67.0,8.0,0.2606784,1.2423751,1.1814578,-17.113024
67.0,9.0,0.32200468,0.32815897,0.61974496,-8.74608
68.0,0.0,0.6388765,8.408548,1.6988276,-86.76526
68.0,1.0,0.58598495,7.498569,1.6256844,-77.2814
68.0,2.0,0.7547116,6.590683,1.7589726,-67.94623
68.0,3.0,0.7665961,5.7004304,1.7807608,-58.86956
68.0,4.0,1.017296,4.7819037,1.9562393,-49.985374
68.0,5.0,1.3321991,3.9213881,2.258953,-41.360313
68.0,6.0,0.9413696,3.0557492,1.7659932,-33.028496
68.0,7.0,0.8422448,2.2766585,1.6081593,-24.659803
68.0,8.0,0.7380743,1.5415756,1.6206546,-16.38134
68.0,9.0,0.4860882,0.67244405,1.0784795,-8.274725
69.0,0.0,1.7914369,9.010212,2.5868275,-81.879524
69.0,1.0,2.025905,8.382471,2.8212492,-72.78619
69.0,2.0,2.4421856,7.741966,3.0466235,-63.95169
69.0,3.0,2.5312295,7.283192,3.2225568,-55.36016
69.0,4.0,2.7968783,6.7263923,3.7217019,-46.987602
69.0,5.0,2.947741,5.919968,3.9632277,-38.89981
69.0,6.0,2.9383974,5.004573,3.938719,-31.023449
69.0,7.0,1.7713065,4.085971,2.9293065,-23.299828
69.0,8.0,1.6177306,2.9877253,2.540599,-15.503212
69.0,9.0,1.0687606,2.1069968,2.0685444,-7.7529736
70.0,0.0,1.1497272,9.622826,2.23721,-84.91809
70.0,1.0,1.1781172,8.709533,2.2756672,-75.69176
70.0,2.0,1.6538204,7.7673287,2.59075,-66.665344
70.0,3.0,1.2726457,6.969795,2.3600018,-57.93342
70.0,4.0,1.0121812,6.0024896,2.1970422,-49.295944
70.0,5.0,1.18645,4.915948,2.2727268,-40.77043
70.0,6.0,0.9670028,3.9078276,1.9832087,-32.44368
70.0,7.0,0.85453844,2.9506342,1.716049,-24.171505
70.0,8.0,0.8640622,2.131759,1.7494522,-15.946623
70.0,9.0,0.7851505,1.2718048,1.7104355,-7.9017644
71.0,0.0,1.1290485,4.7144594,1.5603602,-90.18791
71.0,1.0,1.153205,4.3705587,1.6134361,-80.62308
71.0,2.0,1.1207111,3.99013,1.6467963,-71.28084
71.0,3.0,0.9069794,3.5347393,1.5184599,-62.144165
71.0,4.0,0.6677082,2.982917,1.3202081,-53.11728
71.0,5.0,0.49909756,2.3779767,1.1357533,-44.146294
71.0,6.0,0.40550607,1.7768581,1.0853983,-35.22142
71.0,7.0,0.35958827,1.1193529,1.1278718,-26.435291
71.0,8.0,0.35985407,0.35823414,0.6779362,-17.857872
71.0,9.0,0.43401426,0.040971443,0.45881328,-9.013038
72.0,0.0,2.2514524,3.2573938,2.184705,-84.73371
72.0,1.0,2.8437269,3.391981,2.7216182,-75.48544
72.0,2.0,2.34026,3.5858057,2.500523,-66.619125
72.0,3.0,2.3119574,3.4954515,2.6366813,-57.8562
72.0,4.0,2.3145857,3.2354362,2.778762,-49.313942
72.0,5.0,1.7652874,2.8278162,2.4241529,-40.98636
72.0,6.0,1.3737814,2.2132149,2.0049782,-32.71314
72.0,7.0,1.0012418,1.6143042,1.7183816,-24.449991
72.0,8.0,1.0139216,0.9154738,1.6870419,-16.226227
72.0,9.0,1.0515896,0.24729955,1.2521544,-8.15209
73.0,0.0,1.7433443,8.702998,2.511245,-83.14583
73.0,1.0,1.9553802,8.097038,2.7283049,-74.02549
73.0,2.0,2.2912285,7.4735856,2.916573,-65.16135
73.0,3.0,2.2404585,6.9880013,3.0079336,-56.532257
73.0,4.0,1.1925473,6.347476,2.4186594,-48.10179
73.0,5.0,1.6009179,5.225881,2.7259216,-39.657814
73.0,6.0,1.3480933,4.1845684,2.4480357,-31.481098
73.0,7.0,1.4332261,3.1475773,2.334135,-23.38129
73.0,8.0,1.4141916,2.2925186,2.267667,-15.405569
73.0,9.0,1.7677087,1.4684114,2.6378798,-7.5667477
74.0,0.0,2.356372,4.996852,2.435265,-84.63133
74.0,1.0,3.1240625,5.0183253,3.0612113,-75.48294
74.0,2.0,2.787271,5.184873,2.9808671,-66.72026
74.0,3.0,2.0337956,5.0931396,2.6847174,-58.109966
74.0,4.0,1.6208436,4.532875,2.4609172,-49.58312
74.0,5.0,1.195348,3.7681649,2.0955215,-41.15376
74.0,6.0,0.96038085,2.9265218,1.755066,-32.759136
74.0,7.0,0.7525079,2.1753433,1.5206482,-24.385246
74.0,8.0,0.94685304,1.4359214,1.7828013,-16.060333
74.0,9.0,0.9342497,0.6122174,1.4549248,-8.030651
75.0,0.0,2.2359133,2.3334408,2.0968301,-86.647766
75.0,1.0,2.8081317,2.5229836,2.607023,-77.361435
75.0,2.0,2.1895406,2.779686,2.2767644,-68.4569
75.0,3.0,1.5355661,2.7474105,1.9115783,-59.611443
75.0,4.0,1.4810542,2.4197943,1.9613547,-50.790012
75.0,5.0,1.2126725,1.9790752,1.7204568,-42.167202
75.0,6.0,0.9204148,1.5013171,1.5049824,-33.605385
75.0,7.0,0.7924344,0.9354588,1.428352,-25.101772
75.0,8.0,0.8835086,0.3056542,1.1336588,-16.724571
75.0,9.0,0.99207264,0.056636818,1.0175319,-8.323001
76.0,0.0,0.97419643,5.246006,1.5117074,-86.153534
76.0,1.0,0.9697951,4.804587,1.5470369,-76.55836
76.0,2.0,0.98485327,4.3136177,1.5924213,-67.17677
76.0,3.0,0.9062073,3.7816832,1.562836,-58.009373
76.0,4.0,1.3479629,3.1888309,1.9904516,-49.008453
76.0,5.0,1.1507485,2.5983083,1.7984524,-40.398335
76.0,6.0,1.7145851,1.9904127,2.2858999,-31.874395
76.0,7.0,1.8987267,1.4480591,2.5135784,-23.71889
76.0,8.0,1.613206,0.8502116,2.1841953,-15.802023
76.0,9.0,1.4258325,0.28492066,1.6427214,-7.933748
77.0,0.0,2.01509,7.069625,2.4772217,-82.791374
77.0,1.0,2.3806393,6.74234,2.7451093,-73.658585
77.0,2.0,2.4340065,6.50803,2.8663735,-64.79988
77.0,3.0,2.285933,6.199656,2.9654367,-56.1558
77.0,4.0,2.3020108,5.632808,3.227009,-47.713333
77.0,5.0,1.6700028,4.8038883,2.7230275,-39.509357
77.0,6.0,1.9207428,3.827412,2.9128547,-31.331774
77.0,7.0,1.7602718,2.8931632,2.5946927,-23.371563
77.0,8.0,1.5249285,2.1007571,2.3639574,-15.479799
77.0,9.0,1.4492819,1.2874779,2.2930186,-7.673509
78.0,0.0,2.2318714,7.7630067,2.7194896,-82.646255
78.0,1.0,2.799047,7.4238653,3.09328,-73.59828
78.0,2.0,2.9396863,7.2751346,3.2902064,-64.844734
78.0,3.0,3.2877965,7.065933,3.7058835,-56.319042
78.0,4.0,2.56431,6.783516,3.5578456,-48.06267
78.0,5.0,2.288642,5.908143,3.4581082,-39.938377
78.0,6.0,1.4498456,4.835385,2.6868155,-31.953897
78.0,7.0,1.0557464,3.671852,2.0826952,-23.929125
78.0,8.0,0.84783024,2.698881,1.7582102,-15.861979
78.0,9.0,0.8871316,1.825001,1.8951775,-7.821135
79.0,0.0,2.0511558,3.1571245,2.0359886,-84.58648
79.0,1.0,2.4434183,3.2370327,2.404042,-75.27278
79.0,2.0,2.0301583,3.3432744,2.2391453,-66.29576
79.0,3.0,2.4074426,3.1982524,2.657383,-57.435555
79.0,4.0,2.1532784,3.0084815,2.6200964,-48.89998
79.0,5.0,1.7906674,2.593534,2.3924613,-40.523285
79.0,6.0,1.3957696,2.032388,1.9955386,-32.239178
79.0,7.0,1.1930448,1.4618561,1.8804507,-23.972126
79.0,8.0,1.536025,0.7902554,2.0836384,-15.82215
79.0,9.0,1.4987409,0.24759404,1.6784335,-7.916703
80.0,0.0,1.5680763,3.2806337,1.712029,-87.238174
80.0,1.0,1.7103503,3.200695,1.8589442,-77.76165
80.0,2.0,1.4828633,3.1143887,1.7922013,-68.550804
80.0,3.0,1.6559267,2.8622966,2.0269353,-59.49111
80.0,4.0,1.1801065,2.5421305,1.7166373,-50.721222
80.0,5.0,1.0023485,2.0465305,1.5359441,-41.98273
80.0,6.0,0.9336225,1.5438112,1.5192437,-33.32323
80.0,7.0,0.8413912,0.9777449,1.4848487,-24.827637
80.0,8.0,1.1268089,0.3411096,1.3945634,-16.482864
80.0,9.0,1.0660276,0.074852124,1.1064997,-8.253528
81.0,0.0,1.8795323,1.352936,1.7817552,-89.20632
81.0,1.0,2.1597183,1.4803195,1.9757454,-79.767555
81.0,2.0,1.6042202,1.6982574,1.6503898,-70.61267
81.0,3.0,1.1819882,1.6858039,1.430427,-61.47799
81.0,4.0,1.0210993,1.4666991,1.3528575,-52.397026
81.0,5.0,0.82753634,1.158103,1.2642468,-43.447933
81.0,6.0,0.9659749,0.7361148,1.4147032,-34.618206
81.0,7.0,0.7429323,0.29325157,0.97573465,-26.061829
81.0,8.0,0.731145,0.06168284,0.76479703,-17.359222
81.0,9.0,0.710233,0.02860287,0.7162844,-8.620377
82.0,0.0,0.73487616,2.4303854,1.0053248,-90.23322
82.0,1.0,0.69486135,2.204017,0.9655595,-80.23853
82.0,2.0,0.6269108,1.9727743,0.9187268,-70.40412
82.0,3.0,0.68756807,1.7152636,1.0091302,-60.718372
82.0,4.0,0.6580738,1.4221442,1.0262319,-51.315002
82.0,5.0,0.6338787,1.0754958,1.0940408,-42.115173
82.0,6.0,0.74227875,0.6278916,1.1731771,-33.156845
82.0,7.0,1.0525757,0.2010135,1.1884754,-24.438778
82.0,8.0,1.8075168,0.06644264,1.7890626,-15.906136
82.0,9.0,1.7387024,0.08662939,1.7599031,-7.8792677
83.0,0.0,1.2740695,9.496122,2.3026893,-84.97624
83.0,1.0,1.33031,8.640308,2.3854294,-75.77648
83.0,2.0,1.7951561,7.7399883,2.6733158,-66.79249
83.0,3.0,1.3228724,7.001866,2.4010868,-58.087925
83.0,4.0,1.4612136,6.0445423,2.6021695,-49.46534
83.0,5.0,0.90028024,5.0036597,1.9929751,-41.082893
83.0,6.0,0.9110965,3.9907806,1.9405252,-32.646046
83.0,7.0,0.6790406,3.0217876,1.5634096,-24.355852
83.0,8.0,0.76093185,2.1810396,1.659833,-16.053995
83.0,9.0,0.6092022,1.3083044,1.5759866,-7.966719
84.0,0.0,0.75466335,9.2256565,1.9030082,-87.28389
84.0,1.0,0.7173281,8.242154,1.8331662,-77.90705
84.0,2.0,0.98561347,7.271751,2.0418963,-68.683334
84.0,3.0,0.731959,6.3423142,1.8471603,-59.741047
84.0,4.0,0.69707745,5.3337884,1.7694457,-50.889324
84.0,5.0,0.70162046,4.348388,1.6888008,-42.17727
84.0,6.0,0.501715,3.429804,1.408962,-33.599537
84.0,7.0,0.47541612,2.5740378,1.3151877,-25.039677
84.0,8.0,0.33579758,1.7696594,1.3249044,-16.59304
84.0,9.0,0.31935865,0.79648226,1.019459,-8.321426
85.0,0.0,0.8718579,2.5279212,1.1217186,-90.09503
85.0,1.0,0.8512113,2.3245513,1.1026375,-80.20923
85.0,2.0,0.7571975,2.1154337,1.0474538,-70.50452
85.0,3.0,0.66075253,1.8624258,1.0134084,-60.944946
85.0,4.0,0.6224066,1.5405816,1.0133561,-51.54555
85.0,5.0,0.83317715,1.1730939,1.2704488,-42.3341
85.0,6.0,1.0367918,0.7508391,1.4811136,-33.508694
85.0,7.0,1.1398885,0.3127728,1.361644,-24.991478
85.0,8.0,1.1325952,0.09287474,1.1809912,-16.57411
85.0,9.0,1.1611929,0.045386504,1.1710896,-8.206836
86.0,0.0,0.46446013,4.0082417,0.9851111,-92.20424
86.0,1.0,0.37971503,3.5587661,0.93465096,-82.18923
86.0,2.0,0.39782476,3.0651329,0.93673724,-72.32278
86.0,3.0,0.3606578,2.5777757,0.8907271,-62.6558
86.0,4.0,0.5173472,2.0894966,1.0188811,-53.13434
86.0,5.0,0.5613492,1.6203703,1.0766368,-43.927895
86.0,6.0,0.5655479,1.1276355,1.1771305,-34.955185
86.0,7.0,0.6271169,0.5265846,1.0533017,-26.240053
86.0,8.0,0.5877159,0.10244883,0.6638054,-17.60376
86.0,9.0,0.6171816,0.026897265,0.62387437,-8.740274
87.0,0.0,0.7031526,5.074774,1.2914335,-88.5771
87.0,1.0,0.65888494,4.578054,1.285201,-78.82961
87.0,2.0,0.6895356,4.0323853,1.3235123,-69.272446
87.0,3.0,0.83324647,3.467764,1.442272,-59.93389
87.0,4.0,1.0326389,2.9170797,1.6528213,-50.86042
87.0,5.0,1.1347567,2.3437726,1.7245954,-42.08876
87.0,6.0,0.9848891,1.7897285,1.5826181,-33.529
87.0,7.0,0.81317437,1.2163261,1.5182738,-25.068054
87.0,8.0,0.7489612,0.52165985,1.1878113,-16.74184
87.0,9.0,0.89680994,0.0844998,0.9511013,-8.379384
88.0,0.0,0.5023439,1.6441226,0.7246153,-92.18918
88.0,1.0,0.4274956,1.4508685,0.6375103,-81.861824
88.0,2.0,0.38284427,1.2661773,0.6057789,-71.61056
88.0,3.0,0.45465997,1.0645334,0.70607954,-61.5129
88.0,4.0,0.54191047,0.8297079,0.8592827,-51.767654
88.0,5.0,0.6987214,0.52279156,1.0108131,-42.403023
88.0,6.0,1.000059,0.21499991,1.1285025,-33.373528
88.0,7.0,1.4884868,0.08832289,1.4952861,-24.62155
88.0,8.0,1.5903993,0.08318728,1.6040262,-16.282623
88.0,9.0,1.1957848,0.070980005,1.2285148,-8.167643
89.0,0.0,1.5650895,2.086438,1.590745,-87.07483
89.0,1.0,1.7063146,2.1028392,1.7217885,-77.52841
89.0,2.0,1.3753043,2.1299644,1.5442425,-68.24671
89.0,3.0,1.32901,2.001047,1.6143795,-59.051098
89.0,4.0,1.4513167,1.7506912,1.7921143,-50.079338
89.0,5.0,1.3865752,1.4386668,1.7879202,-41.378365
89.0,6.0,1.3997002,1.0584916,1.8794456,-32.849415
